file,age,gender,race,service_test,split,age_group,gender_label,race_label,file_path
train/37610.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/37610.jpg
train/73607.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/73607.jpg
train/11406.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/11406.jpg
train/30469.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/30469.jpg
train/3178.jpg,3-9,male,black,True,train,old,1,0,fairface-imgs\train/3178.jpg
train/70572.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/70572.jpg
train/83946.jpg,60-69,female,black,True,train,old,0,0,fairface-imgs\train/83946.jpg
train/20456.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/20456.jpg
train/4098.jpg,50-59,male,black,False,train,old,1,0,fairface-imgs\train/4098.jpg
train/29220.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/29220.jpg
train/11238.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/11238.jpg
train/45062.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/45062.jpg
train/1153.jpg,50-59,male,black,False,train,old,1,0,fairface-imgs\train/1153.jpg
train/38342.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/38342.jpg
train/19289.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/19289.jpg
train/17308.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/17308.jpg
val/5555.jpg,30-39,male,black,True,val,old,1,0,fairface-imgs\val/5555.jpg
train/1911.jpg,50-59,male,black,True,train,old,1,0,fairface-imgs\train/1911.jpg
val/6057.jpg,3-9,male,black,False,val,old,1,0,fairface-imgs\val/6057.jpg
train/62112.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/62112.jpg
train/20560.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/20560.jpg
train/46516.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/46516.jpg
train/61775.jpg,40-49,male,black,False,train,old,1,0,fairface-imgs\train/61775.jpg
val/1526.jpg,10-19,female,black,False,val,young,0,0,fairface-imgs\val/1526.jpg
val/7164.jpg,3-9,male,black,False,val,old,1,0,fairface-imgs\val/7164.jpg
train/16394.jpg,10-19,male,black,False,train,young,1,0,fairface-imgs\train/16394.jpg
train/49655.jpg,0-2,male,black,False,train,old,1,0,fairface-imgs\train/49655.jpg
val/6761.jpg,20-29,male,black,True,val,young,1,0,fairface-imgs\val/6761.jpg
train/21776.jpg,3-9,male,black,False,train,old,1,0,fairface-imgs\train/21776.jpg
train/79854.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/79854.jpg
val/6011.jpg,30-39,female,black,False,val,old,0,0,fairface-imgs\val/6011.jpg
train/78890.jpg,50-59,male,black,True,train,old,1,0,fairface-imgs\train/78890.jpg
val/9593.jpg,3-9,female,black,True,val,old,0,0,fairface-imgs\val/9593.jpg
train/16806.jpg,40-49,male,black,False,train,old,1,0,fairface-imgs\train/16806.jpg
train/24756.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/24756.jpg
train/31945.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/31945.jpg
train/6945.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/6945.jpg
train/51536.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/51536.jpg
train/21698.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/21698.jpg
val/7251.jpg,0-2,male,black,False,val,old,1,0,fairface-imgs\val/7251.jpg
train/57409.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/57409.jpg
train/49464.jpg,60-69,male,black,True,train,old,1,0,fairface-imgs\train/49464.jpg
train/14935.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/14935.jpg
train/5405.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/5405.jpg
train/34335.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/34335.jpg
train/67242.jpg,3-9,male,black,False,train,old,1,0,fairface-imgs\train/67242.jpg
train/61433.jpg,3-9,male,black,False,train,old,1,0,fairface-imgs\train/61433.jpg
train/44954.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/44954.jpg
train/28172.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/28172.jpg
train/77894.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/77894.jpg
train/52345.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/52345.jpg
train/8719.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/8719.jpg
train/60415.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/60415.jpg
train/27309.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/27309.jpg
train/24335.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/24335.jpg
val/6460.jpg,10-19,male,black,True,val,young,1,0,fairface-imgs\val/6460.jpg
train/19210.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/19210.jpg
train/23421.jpg,3-9,female,black,True,train,old,0,0,fairface-imgs\train/23421.jpg
val/1443.jpg,30-39,male,black,False,val,old,1,0,fairface-imgs\val/1443.jpg
val/2809.jpg,40-49,male,black,False,val,old,1,0,fairface-imgs\val/2809.jpg
train/44288.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/44288.jpg
train/38491.jpg,50-59,male,black,True,train,old,1,0,fairface-imgs\train/38491.jpg
val/8402.jpg,20-29,female,black,True,val,young,0,0,fairface-imgs\val/8402.jpg
train/3244.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/3244.jpg
train/84463.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/84463.jpg
train/6274.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/6274.jpg
train/44171.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/44171.jpg
train/81341.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/81341.jpg
train/39175.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/39175.jpg
val/113.jpg,3-9,male,black,False,val,old,1,0,fairface-imgs\val/113.jpg
train/4598.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/4598.jpg
train/49909.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/49909.jpg
train/36512.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/36512.jpg
train/23694.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/23694.jpg
train/74187.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/74187.jpg
train/17651.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/17651.jpg
val/1543.jpg,20-29,female,black,False,val,young,0,0,fairface-imgs\val/1543.jpg
train/52937.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/52937.jpg
train/9202.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/9202.jpg
train/13604.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/13604.jpg
train/38498.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/38498.jpg
train/35268.jpg,3-9,male,black,False,train,old,1,0,fairface-imgs\train/35268.jpg
train/47261.jpg,50-59,male,black,False,train,old,1,0,fairface-imgs\train/47261.jpg
train/58116.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/58116.jpg
train/14125.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/14125.jpg
train/51392.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/51392.jpg
train/32245.jpg,3-9,female,black,True,train,old,0,0,fairface-imgs\train/32245.jpg
train/46232.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/46232.jpg
train/58189.jpg,3-9,female,black,True,train,old,0,0,fairface-imgs\train/58189.jpg
train/32128.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/32128.jpg
train/47238.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/47238.jpg
train/14386.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/14386.jpg
train/10726.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/10726.jpg
train/63896.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/63896.jpg
train/78678.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/78678.jpg
train/49623.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/49623.jpg
train/15794.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/15794.jpg
train/38523.jpg,3-9,female,black,True,train,old,0,0,fairface-imgs\train/38523.jpg
train/68226.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/68226.jpg
train/49157.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/49157.jpg
train/13786.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/13786.jpg
train/26650.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/26650.jpg
train/34011.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/34011.jpg
train/9078.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/9078.jpg
train/71255.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/71255.jpg
train/84966.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/84966.jpg
train/80379.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/80379.jpg
train/29835.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/29835.jpg
train/33711.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/33711.jpg
train/42329.jpg,10-19,male,black,False,train,young,1,0,fairface-imgs\train/42329.jpg
train/47234.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/47234.jpg
train/71194.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/71194.jpg
train/61568.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/61568.jpg
train/215.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/215.jpg
val/10237.jpg,10-19,female,black,False,val,young,0,0,fairface-imgs\val/10237.jpg
train/58480.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/58480.jpg
train/2468.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/2468.jpg
train/37748.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/37748.jpg
train/81553.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/81553.jpg
train/48408.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/48408.jpg
train/30864.jpg,20-29,male,black,False,train,young,1,0,fairface-imgs\train/30864.jpg
train/11183.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/11183.jpg
train/37971.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/37971.jpg
train/43447.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/43447.jpg
train/70505.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/70505.jpg
train/57157.jpg,50-59,male,black,False,train,old,1,0,fairface-imgs\train/57157.jpg
val/3360.jpg,10-19,female,black,False,val,young,0,0,fairface-imgs\val/3360.jpg
train/776.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/776.jpg
train/33021.jpg,20-29,male,black,False,train,young,1,0,fairface-imgs\train/33021.jpg
train/4188.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/4188.jpg
val/7593.jpg,20-29,female,black,False,val,young,0,0,fairface-imgs\val/7593.jpg
train/11611.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/11611.jpg
val/10512.jpg,20-29,male,black,True,val,young,1,0,fairface-imgs\val/10512.jpg
train/48148.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/48148.jpg
val/81.jpg,30-39,male,black,False,val,old,1,0,fairface-imgs\val/81.jpg
train/6813.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/6813.jpg
train/13080.jpg,0-2,male,black,False,train,old,1,0,fairface-imgs\train/13080.jpg
train/83303.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/83303.jpg
train/27568.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/27568.jpg
train/49040.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/49040.jpg
train/69305.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/69305.jpg
train/78526.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/78526.jpg
val/7897.jpg,30-39,male,black,False,val,old,1,0,fairface-imgs\val/7897.jpg
val/5095.jpg,40-49,male,black,True,val,old,1,0,fairface-imgs\val/5095.jpg
train/30075.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/30075.jpg
train/30561.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/30561.jpg
val/5155.jpg,30-39,female,black,True,val,old,0,0,fairface-imgs\val/5155.jpg
train/74932.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/74932.jpg
train/22338.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/22338.jpg
train/77430.jpg,0-2,female,black,False,train,old,0,0,fairface-imgs\train/77430.jpg
train/24122.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/24122.jpg
val/4003.jpg,10-19,male,black,True,val,young,1,0,fairface-imgs\val/4003.jpg
train/79758.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/79758.jpg
train/41391.jpg,3-9,female,black,True,train,old,0,0,fairface-imgs\train/41391.jpg
train/13460.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/13460.jpg
train/26816.jpg,50-59,male,black,False,train,old,1,0,fairface-imgs\train/26816.jpg
train/26600.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/26600.jpg
train/81281.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/81281.jpg
val/1100.jpg,20-29,male,black,False,val,young,1,0,fairface-imgs\val/1100.jpg
train/76808.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/76808.jpg
train/15108.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/15108.jpg
train/25875.jpg,3-9,female,black,True,train,old,0,0,fairface-imgs\train/25875.jpg
train/11064.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/11064.jpg
val/5333.jpg,30-39,female,black,False,val,old,0,0,fairface-imgs\val/5333.jpg
train/85105.jpg,3-9,male,black,False,train,old,1,0,fairface-imgs\train/85105.jpg
val/9883.jpg,10-19,female,black,False,val,young,0,0,fairface-imgs\val/9883.jpg
val/7524.jpg,40-49,male,black,False,val,old,1,0,fairface-imgs\val/7524.jpg
train/77363.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/77363.jpg
train/23205.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/23205.jpg
train/1247.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/1247.jpg
train/86193.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/86193.jpg
train/12848.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/12848.jpg
train/77181.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/77181.jpg
train/77096.jpg,40-49,male,black,False,train,old,1,0,fairface-imgs\train/77096.jpg
train/29217.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/29217.jpg
train/43354.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/43354.jpg
train/40585.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/40585.jpg
train/81658.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/81658.jpg
val/6537.jpg,3-9,male,black,False,val,old,1,0,fairface-imgs\val/6537.jpg
train/45037.jpg,3-9,male,black,True,train,old,1,0,fairface-imgs\train/45037.jpg
val/4913.jpg,30-39,female,black,True,val,old,0,0,fairface-imgs\val/4913.jpg
train/2773.jpg,40-49,male,black,True,train,old,1,0,fairface-imgs\train/2773.jpg
train/59294.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/59294.jpg
train/61150.jpg,more than 70,male,black,True,train,old,1,0,fairface-imgs\train/61150.jpg
val/217.jpg,3-9,female,black,True,val,old,0,0,fairface-imgs\val/217.jpg
train/69946.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/69946.jpg
train/29559.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/29559.jpg
train/42991.jpg,20-29,male,black,False,train,young,1,0,fairface-imgs\train/42991.jpg
train/50876.jpg,50-59,male,black,False,train,old,1,0,fairface-imgs\train/50876.jpg
train/46984.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/46984.jpg
train/9964.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/9964.jpg
train/82027.jpg,50-59,male,black,True,train,old,1,0,fairface-imgs\train/82027.jpg
train/58699.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/58699.jpg
train/78299.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/78299.jpg
train/60575.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/60575.jpg
train/11757.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/11757.jpg
train/47817.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/47817.jpg
train/57528.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/57528.jpg
train/74179.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/74179.jpg
train/62352.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/62352.jpg
val/10400.jpg,20-29,male,black,True,val,young,1,0,fairface-imgs\val/10400.jpg
train/9486.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/9486.jpg
train/42623.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/42623.jpg
train/3189.jpg,3-9,male,black,False,train,old,1,0,fairface-imgs\train/3189.jpg
train/31565.jpg,0-2,male,black,False,train,old,1,0,fairface-imgs\train/31565.jpg
train/2719.jpg,40-49,female,black,False,train,old,0,0,fairface-imgs\train/2719.jpg
train/37944.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/37944.jpg
train/17116.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/17116.jpg
train/73269.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/73269.jpg
train/65325.jpg,20-29,male,black,False,train,young,1,0,fairface-imgs\train/65325.jpg
train/26025.jpg,40-49,male,black,True,train,old,1,0,fairface-imgs\train/26025.jpg
train/749.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/749.jpg
train/10606.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/10606.jpg
train/85993.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/85993.jpg
train/23311.jpg,3-9,male,black,False,train,old,1,0,fairface-imgs\train/23311.jpg
train/46090.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/46090.jpg
train/3381.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/3381.jpg
val/10901.jpg,30-39,male,black,False,val,old,1,0,fairface-imgs\val/10901.jpg
train/41522.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/41522.jpg
train/8434.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/8434.jpg
train/4888.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/4888.jpg
train/50958.jpg,50-59,female,black,True,train,old,0,0,fairface-imgs\train/50958.jpg
train/44678.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/44678.jpg
train/68282.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/68282.jpg
train/48604.jpg,10-19,male,black,False,train,young,1,0,fairface-imgs\train/48604.jpg
train/53938.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/53938.jpg
train/14431.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/14431.jpg
train/55305.jpg,3-9,male,black,True,train,old,1,0,fairface-imgs\train/55305.jpg
val/9895.jpg,30-39,male,black,True,val,old,1,0,fairface-imgs\val/9895.jpg
train/37467.jpg,40-49,male,black,False,train,old,1,0,fairface-imgs\train/37467.jpg
train/8662.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/8662.jpg
val/2861.jpg,3-9,male,black,False,val,old,1,0,fairface-imgs\val/2861.jpg
train/81796.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/81796.jpg
train/62570.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/62570.jpg
train/13516.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/13516.jpg
train/50777.jpg,3-9,male,black,False,train,old,1,0,fairface-imgs\train/50777.jpg
train/37402.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/37402.jpg
train/10386.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/10386.jpg
train/14663.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/14663.jpg
train/46835.jpg,40-49,male,black,True,train,old,1,0,fairface-imgs\train/46835.jpg
train/39590.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/39590.jpg
train/7017.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/7017.jpg
train/13403.jpg,0-2,male,black,False,train,old,1,0,fairface-imgs\train/13403.jpg
train/26774.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/26774.jpg
train/60493.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/60493.jpg
train/50080.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/50080.jpg
train/83202.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/83202.jpg
train/45779.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/45779.jpg
train/50755.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/50755.jpg
train/45952.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/45952.jpg
train/58823.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/58823.jpg
train/64123.jpg,30-39,female,black,False,train,old,0,0,fairface-imgs\train/64123.jpg
train/27129.jpg,20-29,female,black,False,train,young,0,0,fairface-imgs\train/27129.jpg
train/68059.jpg,40-49,male,black,True,train,old,1,0,fairface-imgs\train/68059.jpg
train/64800.jpg,20-29,male,black,False,train,young,1,0,fairface-imgs\train/64800.jpg
train/43256.jpg,50-59,female,black,True,train,old,0,0,fairface-imgs\train/43256.jpg
train/75344.jpg,0-2,male,black,False,train,old,1,0,fairface-imgs\train/75344.jpg
train/11513.jpg,30-39,male,black,True,train,old,1,0,fairface-imgs\train/11513.jpg
train/73159.jpg,50-59,female,black,False,train,old,0,0,fairface-imgs\train/73159.jpg
train/24126.jpg,0-2,male,black,False,train,old,1,0,fairface-imgs\train/24126.jpg
train/40734.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/40734.jpg
train/66171.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/66171.jpg
train/7208.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/7208.jpg
train/49471.jpg,10-19,male,black,True,train,young,1,0,fairface-imgs\train/49471.jpg
train/27450.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/27450.jpg
train/23733.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/23733.jpg
train/81410.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/81410.jpg
train/50728.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/50728.jpg
train/76297.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/76297.jpg
train/9997.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/9997.jpg
train/23292.jpg,more than 70,female,black,True,train,old,0,0,fairface-imgs\train/23292.jpg
val/6632.jpg,30-39,male,black,True,val,old,1,0,fairface-imgs\val/6632.jpg
train/21141.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/21141.jpg
train/68620.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/68620.jpg
train/63983.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/63983.jpg
train/53348.jpg,50-59,male,black,True,train,old,1,0,fairface-imgs\train/53348.jpg
val/9409.jpg,3-9,male,black,False,val,old,1,0,fairface-imgs\val/9409.jpg
train/54553.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/54553.jpg
train/23268.jpg,40-49,female,black,True,train,old,0,0,fairface-imgs\train/23268.jpg
train/40521.jpg,30-39,male,black,False,train,old,1,0,fairface-imgs\train/40521.jpg
train/82892.jpg,10-19,female,black,True,train,young,0,0,fairface-imgs\train/82892.jpg
train/40347.jpg,30-39,female,black,True,train,old,0,0,fairface-imgs\train/40347.jpg
train/9467.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/9467.jpg
train/66546.jpg,3-9,female,black,False,train,old,0,0,fairface-imgs\train/66546.jpg
train/38622.jpg,40-49,male,black,False,train,old,1,0,fairface-imgs\train/38622.jpg
train/10343.jpg,3-9,female,black,True,train,old,0,0,fairface-imgs\train/10343.jpg
train/34446.jpg,20-29,male,black,True,train,young,1,0,fairface-imgs\train/34446.jpg
train/72596.jpg,20-29,female,black,True,train,young,0,0,fairface-imgs\train/72596.jpg
val/5235.jpg,40-49,male,black,True,val,old,1,0,fairface-imgs\val/5235.jpg
train/20339.jpg,10-19,female,black,False,train,young,0,0,fairface-imgs\train/20339.jpg
